#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520527969419419167,-0.3724043716,0.1272500470,-0.0121613966,-0.3678784212,-1.5816328864,6.2821335306
1520527969424434167,-0.3314532712,0.1173495517,-0.0087959608,-0.3450296347,-1.6032191936,6.2552028717
1520527969429450167,-0.2920026599,0.1129855001,-0.0056560319,-0.3474347701,-1.6296000956,6.2808191742
1520527969434466167,-0.2543113522,0.1115484448,-0.0076309771,-0.3197757127,-1.6463902157,6.3061334957
1520527969439482167,-0.2173766264,0.1074857197,-0.0085423463,-0.3269911190,-1.7303294834,6.3283663149
1520527969444498167,-0.1796800496,0.1060311821,-0.0040241900,-0.3402193638,-1.8058742998,6.2983529961
1520527969449514167,-0.1422313844,0.1069068938,0.0007827637,-0.3570553118,-1.8862153969,6.3276488115
1520527969454529167,-0.1090585786,0.1066226779,0.0028833003,-0.3847143692,-1.8958063661,6.3558188374
1520527969459545167,-0.0801542030,0.1083735663,0.0060895164,-0.4712992445,-1.8610245503,6.3496548269
1520527969464562167,-0.0527622386,0.1072122040,0.0084646642,-0.5169968176,-1.8166527956,6.3361106260
1520527969469577167,-0.0303933379,0.1116004756,0.0052099214,-0.5566815522,-1.7351081560,6.3213095064
1520527969474594167,-0.0107931191,0.1145387543,-0.0010268078,-0.5855431773,-1.6619583423,6.2483040289
1520527969479609167,0.0037779084,0.1139733506,-0.0053870582,-0.5338327656,-1.6307847187,6.2152302780
1520527969484625167,0.0175944200,0.1116535169,-0.0075948799,-0.6023791253,-1.6475673460,6.1310773283
1520527969489641167,0.0266340153,0.1096319382,-0.0130381614,-0.6216202087,-1.6439684262,6.1045317902
1520527969494658167,0.0369256589,0.1035278263,-0.0171621703,-0.6300381827,-1.6379720685,6.0697435603
1520527969499672167,0.0409281476,0.0936383531,-0.0231972325,-0.6264304795,-1.6811414047,5.9616711536
1520527969504689167,0.0439231553,0.0828779747,-0.0305898265,-0.6180125055,-1.7231119751,5.8744693485
1520527969509704167,0.0459099725,0.0686147607,-0.0358428635,-0.6156073701,-1.7518915326,5.8303125323
1520527969514721167,0.0463956771,0.0566703773,-0.0367465811,-0.6023791253,-1.8094513032,5.7639976996
1520527969519736167,0.0451167935,0.0418165584,-0.0395630838,-0.5566815522,-1.9137800791,5.7473846246
1520527969524752167,0.0456081748,0.0345365127,-0.0412428698,-0.4797172185,-1.9641499711,5.6978745671
1520527969529767167,0.0448530865,0.0321985853,-0.0388243412,-0.4556658643,-2.0049226187,5.7232473905
1520527969534784167,0.0451118576,0.0351008741,-0.0344738428,-0.3871195046,-1.9365769532,5.7957286191
1520527969539800167,0.0451331376,0.0455674073,-0.0257363430,-0.3750938275,-1.8982053963,5.8141684529
1520527969544816167,0.0471648984,0.0569125239,-0.0183486373,-0.4508555934,-1.8526321596,5.8009157091
1520527969549832167,0.0509572956,0.0711801876,-0.0139179726,-0.4737043800,-1.7519025845,5.8359041993
1520527969554848167,0.0539938558,0.0822343135,-0.0065343569,-0.4845274894,-1.6535722268,5.8091843481
1520527969559863167,0.0587843210,0.0912574496,-0.0021455746,-0.4821223540,-1.5972128142,5.7916738197
1520527969564878167,0.0663391204,0.1014523059,0.0003531447,-0.5338327656,-1.5708276975,5.7875028359
1520527969569895167,0.0731355815,0.1090273197,0.0017510729,-0.6168099378,-1.6259816945,5.7267706448
1520527969574912167,0.0829405915,0.1122363893,0.0017573246,-0.6829511620,-1.7626785515,5.6833862573
1520527969579927167,0.0962562186,0.1102033726,0.0011759349,-0.6937742714,-1.9089728402,5.7080392852
1520527969584943167,0.1100627880,0.1008917671,-0.0016263326,-0.6745331880,-2.0456763470,5.7393631958
1520527969589960167,0.1258833469,0.0909836115,0.0009741379,-0.6781408912,-2.1595944062,5.8266701947
1520527969594974167,0.1444560044,0.0714579359,0.0045782962,-0.6432664275,-2.2387403903,5.9298387364
1520527969599991167,0.1637820291,0.0510562167,0.0089860228,-0.6348484535,-2.2591264331,6.0006674610
1520527969605007167,0.1820935319,0.0239529881,0.0130739394,-0.6781408912,-2.2291445508,6.0580046633
1520527969610021167,0.2026623293,-0.0045982644,0.0141705352,-0.6937742714,-2.1164241334,6.1428834198
1520527969615038167,0.2234825588,-0.0325644641,0.0144594728,-0.6745331880,-1.9641347982,6.1901955349
1520527969620055167,0.2463147198,-0.0590714966,0.0142147002,-0.6528869692,-1.8022525269,6.2223670138
1520527969625070167,0.2731781726,-0.0794651631,0.0167146038,-0.6601023755,-1.6523594120,6.2385610921
1520527969630086167,0.2992886541,-0.0986914015,0.0184131622,-0.6035816930,-1.5348480526,6.2437070790
1520527969635103167,0.3289232547,-0.1150089722,0.0225623304,-0.5843406096,-1.3849569982,6.2968322526
1520527969640118167,0.3633349951,-0.1301620479,0.0277937068,-0.6059868284,-1.3321931337,6.3318558113
1520527969645134167,0.3957446601,-0.1391968361,0.0330755018,-0.5807329064,-1.3909529813,6.3119108555
1520527969650150167,0.4294087100,-0.1488095304,0.0367272416,-0.6132022347,-1.4473100524,6.2936875477
1520527969655166167,0.4635815597,-0.1543448298,0.0412208088,-0.6468741306,-1.5372429617,6.3301294523
1520527969660180167,0.4982630328,-0.1560948472,0.0468245263,-0.6661152140,-1.5636225524,6.3919360883
1520527969665197167,0.5326903960,-0.1581283348,0.0494504826,-0.6865588652,-1.5840063474,6.4177221200
1520527969670213167,0.5651123829,-0.1569595655,0.0529162643,-0.6853562974,-1.6175823729,6.4793367860
1520527969675236167,0.5945231825,-0.1528795893,0.0569509693,-0.6456715629,-1.5372430553,6.5021150525
1520527969680245167,0.6214226717,-0.1452937853,0.0572293760,-0.5759226356,-1.4748931856,6.5699418469
1520527969685261167,0.6438067366,-0.1351018613,0.0629471095,-0.5590866876,-1.4101409139,6.5813362713
1520527969690277167,0.6621754734,-0.1217099250,0.0700494939,-0.5085788436,-1.3501878265,6.6179747985
1520527969695293167,0.6800439884,-0.1065698785,0.0771661503,-0.4881351925,-1.2854358359,6.6676848583
1520527969700309167,0.6903777177,-0.0885196687,0.0845895851,-0.4604761351,-1.2782431475,6.6639221941
1520527969705325167,0.6981966553,-0.0716352532,0.0917382489,-0.4881351925,-1.2818384146,6.6839513656
1520527969710340167,0.7042596256,-0.0521276093,0.0983690958,-0.5121865468,-1.3357978604,6.7748853154
1520527969715356167,0.7080558962,-0.0343604175,0.1017442539,-0.4640838383,-1.4221397173,6.8942021329
1520527969720372167,0.7088375453,-0.0171830036,0.1072849336,-0.4953505988,-1.4533149332,6.9712383682
1520527969725387167,0.7060953811,-0.0035006688,0.1117232869,-0.5410481719,-1.4281294252,7.1227373182
1520527969730404167,0.6998289684,0.0081515225,0.1120944243,-0.5687072293,-1.4065427434,7.2240920104
1520527969735420167,0.6912946641,0.0157256296,0.1116270014,-0.5398456042,-1.3681724977,7.3097723228
1520527969740436167,0.6822593852,0.0227087580,0.1141320705,-0.5410481719,-1.2986222595,7.4410384730
1520527969745452167,0.6714618900,0.0270672795,0.1171614907,-0.5037685728,-1.2734432140,7.5452440161
1520527969750468167,0.6596542714,0.0276366800,0.1204344236,-0.4833249217,-1.1966998192,7.6681574515
1520527969755483167,0.6468393445,0.0261638097,0.1245052995,-0.4749069477,-1.1079640834,7.8423105782
1520527969760498167,0.6330237542,0.0281878883,0.1283341735,-0.4881351925,-1.0312180661,7.9039581256
1520527969765515167,0.6189568180,0.0290412313,0.1340484430,-0.5446558750,-0.9676592216,7.9637156300
1520527969770532167,0.6063966673,0.0307766029,0.1370611226,-0.5975688544,-0.8921092539,8.0826956674
1520527969775546167,0.5935808230,0.0310629662,0.1370871485,-0.6276330472,-0.8141627849,8.1491544922
1520527969780563167,0.5830332701,0.0371822768,0.1355301603,-0.6288356149,-0.7578030913,8.1955969965
1520527969785578167,0.5734926297,0.0450524736,0.1331730061,-0.6011765575,-0.7146361903,8.3382293903
1520527969790595167,0.5601766576,0.0494282214,0.1294434461,-0.5999739898,-0.7278268286,8.4370127841
1520527969795610167,0.5466005422,0.0468084568,0.1264726366,-0.6240253441,-0.7590026064,8.5837074263
1520527969800626167,0.5377991477,0.0438977214,0.1240318280,-0.6408612921,-0.7901789462,8.6745489283
1520527969805642167,0.5287404757,0.0383724396,0.1185954735,-0.7370667091,-0.8297430873,8.8207919153
1520527969810657167,0.5179202068,0.0319766856,0.1115324414,-0.7803591468,-0.8273414347,8.9292903464
1520527969815674167,0.5113637067,0.0209270089,0.1019909926,-0.7923848239,-0.8513233066,9.0351858836
1520527969820690167,0.5060602234,0.0066696808,0.0935049398,-0.7322564383,-0.7997649514,9.1310082974
1520527969825705167,0.4987447185,-0.0099246101,0.0868986574,-0.7394718445,-0.7661884576,9.2344765981
1520527969830722167,0.4934446224,-0.0218515904,0.0787009353,-0.7118127871,-0.6774542204,9.2515530100
1520527969835737167,0.4941718209,-0.0387392142,0.0739713159,-0.6769383235,-0.5443523496,9.3661360182
1520527969840753167,0.4961533142,-0.0570825401,0.0689577016,-0.6673177818,-0.4004562480,9.3810099285
1520527969845770167,0.4981382378,-0.0733883595,0.0647712866,-0.6480766983,-0.2661540192,9.2912065971
1520527969850786167,0.5008697581,-0.0937674395,0.0583879811,-0.5831380418,-0.1606347196,9.2974444859
1520527969855802167,0.5066239838,-0.1118273735,0.0568866857,-0.5290224948,-0.0683051216,9.3386649016
1520527969860816167,0.5151437747,-0.1281342753,0.0540408654,-0.4749069477,-0.0623136342,9.2916465692
1520527969865834167,0.5241705581,-0.1429920702,0.0541812319,-0.4496530257,-0.0850992691,9.3390708826
1520527969870849167,0.5397389400,-0.1528974105,0.0556999855,-0.4881351925,-0.1786292250,9.4104274341
1520527969875864167,0.5545641125,-0.1563991424,0.0597039602,-0.5578841199,-0.2481739373,9.4820649302
1520527969880881167,0.5749219600,-0.1534729516,0.0580651111,-0.6204176409,-0.3680831093,9.6001670665
1520527969885897167,0.5960365189,-0.1487996152,0.0569792922,-0.6480766983,-0.4100508700,9.6597465513
1520527969890913167,0.6186635831,-0.1388727538,0.0529546835,-0.6276330472,-0.4052559005,9.7234608055
1520527969895928167,0.6387780510,-0.1301189709,0.0513607628,-0.6372535889,-0.3920646066,9.8351074028
1520527969900945167,0.6614013281,-0.1242773204,0.0494693982,-0.6733306203,-0.3321047756,9.9399930434
1520527969905960167,0.6820116271,-0.1172570792,0.0424502876,-0.7358641414,-0.2613506203,10.0300177998
1520527969910975167,0.7031301495,-0.1082064189,0.0389629019,-0.7298513028,-0.2001949270,10.1565733292
1520527969915991167,0.7222394731,-0.0968189143,0.0330621215,-0.7334590060,-0.0814797441,10.2715449313
1520527969921007167,0.7388267954,-0.0897929640,0.0233450196,-0.7082050840,0.1079824759,10.4175445077
1520527969926023167,0.7544131878,-0.0804399736,0.0150002987,-0.6685203495,0.2926470104,10.5587597250
1520527969931039167,0.7664746613,-0.0775053769,0.0090481171,-0.6071893961,0.4437339270,10.5324482634
1520527969936056167,0.7762694232,-0.0807016680,0.0071116397,-0.5446558750,0.5348637289,10.5619664735
1520527969941071167,0.7815382502,-0.0874036298,0.0078623452,-0.4941480311,0.5240675314,10.6532947576
1520527969946087167,0.7845445016,-0.0970305211,0.0123826630,-0.4328170777,0.4868894016,10.6934090876
1520527969951103167,0.7827744914,-0.1078248211,0.0169029561,-0.3582578795,0.4605025054,10.7310598500
1520527969956119167,0.7802512786,-0.1218414002,0.0276227511,-0.3197757127,0.4269235764,10.7713930681
1520527969961134167,0.7711870356,-0.1416904150,0.0391218569,-0.2656601656,0.3993391319,10.8045954101
1520527969966151167,0.7631317712,-0.1589173037,0.0509096494,-0.3029397647,0.3537746993,10.8398670203
1520527969971166167,0.7540710017,-0.1770216534,0.0637748231,-0.3366116607,0.3118074070,10.8286142493
1520527969976182167,0.7422498225,-0.1901640797,0.0731658266,-0.4256016715,0.2566538783,10.8539392361
1520527969981197167,0.7331986580,-0.1960069695,0.0774669013,-0.4941480311,0.1895073532,10.8767526424
1520527969986215167,0.7218766618,-0.2053327912,0.0763345815,-0.5855431773,0.1283583098,10.9590519398
1520527969991228167,0.7090504833,-0.2108661057,0.0733401410,-0.6276330472,0.0911882348,10.9502007147
1520527969996246167,0.6977237433,-0.2207615846,0.0673335489,-0.6408612921,0.1379557416,10.9874724726
1520527970001261167,0.6881458080,-0.2353054150,0.0564182943,-0.6444689952,0.2087053075,11.0385729307
1520527970006277167,0.6790734578,-0.2492735638,0.0482120113,-0.5783277710,0.3106270922,11.0924505246
1520527970011292167,0.6704988282,-0.2643961273,0.0359377142,-0.5723149324,0.4581208960,11.1213017695
1520527970016309167,0.6591536192,-0.2844747677,0.0241718503,-0.5326301979,0.6020146560,11.1428559170
1520527970021326167,0.6513281737,-0.3048499700,0.0148321423,-0.5362379010,0.7243272602,11.1683389266
1520527970026340167,0.6430094533,-0.3199877322,0.0082388422,-0.4316145100,0.8622202605,11.1904289918
1520527970031357167,0.6316743551,-0.3357094448,0.0016466967,-0.3185731450,1.0001126051,11.1496813480
1520527970036373167,0.6223542657,-0.3485187098,-0.0041153141,-0.2921166553,1.0288899148,11.0610728321
1520527970041389167,0.6127937762,-0.3578518550,-0.0022748961,-0.1802778580,1.0936347872,11.0506239659
1520527970046405167,0.6019817597,-0.3651530851,0.0022888761,-0.1177443369,1.0792402318,10.9744899780
1520527970051420167,0.5889190976,-0.3640035931,0.0063802265,-0.1381879881,1.0012976965,10.9178199173
1520527970056437167,0.5723385184,-0.3616855709,0.0088637280,-0.1947086706,0.9077691455,10.8557054898
1520527970061452167,0.5565173009,-0.3517752300,0.0054516198,-0.2127471863,0.7482848741,10.8316315648
1520527970066469167,0.5419537261,-0.3392339234,-0.0009188191,-0.2271779988,0.6511556237,10.8527853331
1520527970071484167,0.5268943753,-0.3208614810,-0.0085965923,-0.1454033943,0.5432266168,10.8427974782
1520527970076500167,0.5110898783,-0.2978351943,-0.0132613911,-0.1153392015,0.4820681137,10.8193216090
1520527970081516167,0.4970446064,-0.2742232641,-0.0187366485,-0.0467928419,0.4784653538,10.7954150497
1520527970086532167,0.4855194462,-0.2468289063,-0.0217527600,0.0193483823,0.5336206620,10.8330682325
1520527970091549167,0.4712244553,-0.2235150149,-0.0247948607,0.0602356846,0.6331461327,10.8825453954
1520527970096564167,0.4581883227,-0.2028427596,-0.0205545636,0.1504282631,0.7194772187,10.8908804754
1520527970101579167,0.4474104961,-0.1830364875,-0.0190305952,0.1588462370,0.7914249884,10.8884040917
1520527970106595167,0.4323601504,-0.1632304323,-0.0180397843,0.1372000182,0.9005484528,10.9245348355
1520527970111610167,0.4185619433,-0.1466291146,-0.0170757610,0.0698562263,0.9952857913,10.8937200541
1520527970116627167,0.4040029397,-0.1323467851,-0.0207274024,0.0470074397,1.1427818429,10.8554478709
1520527970121643167,0.3891897794,-0.1195185630,-0.0254718761,-0.0010952688,1.2734918954,10.7349256440
1520527970126658167,0.3726182369,-0.1040590998,-0.0337101716,0.0458048720,1.3886057233,10.6251153585
1520527970131675167,0.3583081603,-0.0900615005,-0.0397994159,0.1179589348,1.4761373546,10.6115441098
1520527970136690167,0.3447594957,-0.0734542569,-0.0410002265,0.1155537994,1.5336962823,10.5313234588
1520527970141706167,0.3352433500,-0.0516158136,-0.0364870252,0.1636565079,1.5001166040,10.4774293762
1520527970146723167,0.3247322569,-0.0233724035,-0.0300292280,0.1937207007,1.4461529435,10.4690543624
1520527970151738167,0.3122189512,0.0089408612,-0.0202900230,0.2598619249,1.4449486518,10.4033316922
1520527970156755167,0.3052482940,0.0499905434,-0.0077889344,0.2670773312,1.4305584047,10.3416818643
1520527970161769167,0.2975223408,0.0930934621,-0.0004112561,0.1913155653,1.4257677436,10.3645046954
1520527970166786167,0.2890432790,0.1353153760,0.0093960663,0.1396051536,1.4053863838,10.3266771411
1520527970171802167,0.2818204056,0.1781241933,0.0178527717,0.0698562263,1.3886038501,10.3901281786
1520527970176817167,0.2773522771,0.2156971850,0.0232883227,0.0217535178,1.3898067370,10.4126759467
1520527970181834167,0.2706162099,0.2480214553,0.0297702423,-0.0672364930,1.4245887401,10.4599939682
1520527970186849167,0.2618642087,0.2762655546,0.0362247725,-0.1129340661,1.4641639331,10.4964266347
1520527970191865167,0.2518341158,0.2902386041,0.0398672462,-0.1598342069,1.4701632880,10.5526601950
1520527970196882167,0.2395252168,0.2908034370,0.0447643879,-0.2428113791,1.5469147376,10.5661765897
1520527970201897167,0.2289646403,0.2870142168,0.0436729066,-0.3173705773,1.5864921785,10.6017280336
1520527970206913167,0.2173887891,0.2741843980,0.0452198355,-0.3221808481,1.6008822382,10.6482465799
1520527970211929167,0.2063073145,0.2575769754,0.0429492883,-0.3558527441,1.6416556351,10.6694531552
1520527970216944167,0.1997423541,0.2354328336,0.0414397391,-0.4123734266,1.6164780882,10.7153514631
1520527970221961167,0.1916685422,0.2115354234,0.0415429272,-0.3690809889,1.6104790144,10.7637459739
1520527970226976167,0.1825931889,0.1911378758,0.0403219296,-0.3582578795,1.6200712948,10.8554406460
1520527970231992167,0.1820647635,0.1713198889,0.0415244228,-0.2800909782,1.5780952921,10.8245050014
1520527970237008167,0.1828015395,0.1564493753,0.0451972878,-0.2259754311,1.5601039710,10.8611844205
1520527970242025167,0.1850637896,0.1526433233,0.0521983805,-0.2440139468,1.5481139717,10.9473703424
1520527970247041167,0.1926109677,0.1534971208,0.0608485167,-0.2055317800,1.5636998001,10.9214134122
1520527970252056167,0.1996634203,0.1590077748,0.0714289770,-0.2428113791,1.6464433928,10.9031012812
1520527970257072167,0.2084740474,0.1662783515,0.0779613203,-0.3113577387,1.6944143483,10.9048838398
1520527970262087167,0.2165291549,0.1741394148,0.0815235051,-0.3919297755,1.7579750660,10.9090925355
1520527970267103167,0.2228145777,0.1779371593,0.0788352782,-0.4773120831,1.7567825754,10.9320054990
1520527970272119167,0.2318562351,0.1753233420,0.0769046471,-0.5085788436,1.7723738361,10.9067274620
1520527970277135167,0.2426453681,0.1636751082,0.0757134710,-0.5362379010,1.7915622370,10.8721136503
1520527970282151167,0.2519197533,0.1456099966,0.0766405546,-0.5049711405,1.7795683976,10.9322524978
1520527970287167167,0.2566679840,0.1240399427,0.0799842751,-0.4304119423,1.7483849397,10.9455029146
1520527970292183167,0.2634182469,0.0966444427,0.0827387085,-0.4977557342,1.7052211294,10.9706055170
1520527970297200167,0.2754507484,0.0698199391,0.0906281588,-0.5109839791,1.6464642789,11.0381959196
1520527970302215167,0.2857223587,0.0432934152,0.0958176403,-0.5398456042,1.5601284163,11.0815603597
1520527970307231167,0.2995088987,0.0150228762,0.0999050655,-0.5386430365,1.4594005271,11.1862398350
1520527970312246167,0.3155567361,-0.0120746827,0.1015622696,-0.5422507396,1.3922489443,11.2665283660
1520527970317263167,0.3303524310,-0.0374309826,0.1056700588,-0.5675046616,1.3478827155,11.3900046969
1520527970322279167,0.3479188425,-0.0557827728,0.1060384256,-0.6023791253,1.3143094998,11.4961319849
1520527970327293167,0.3647321965,-0.0723814522,0.1045277098,-0.6649126463,1.2699461745,11.5781339902
1520527970332310167,0.3830543589,-0.0869340217,0.1008653881,-0.6853562974,1.2747443284,11.6596783756
1520527970337327167,0.4011232897,-0.1017729752,0.0953074888,-0.6613049432,1.2963269828,11.8058533646
1520527970342342167,0.4174270638,-0.1186413831,0.0856791065,-0.7021922454,1.3718760139,11.9084463361
1520527970347360167,0.4312191709,-0.1340516676,0.0752548691,-0.6528869692,1.4797948120,11.9601576662
1520527970352374167,0.4414927414,-0.1500475564,0.0653738115,-0.5783277710,1.5601314134,11.9512185993
1520527970357390167,0.4510118823,-0.1683835579,0.0587229201,-0.5302250625,1.6572580413,11.9878442871
1520527970362405167,0.4577675202,-0.1890648305,0.0569292042,-0.4556658643,1.7507851874,12.0811610254
1520527970367422167,0.4600058910,-0.2065484729,0.0573327103,-0.3967400463,1.7915513725,12.1874649639
1520527970372438167,0.4630027805,-0.2196566814,0.0561448872,-0.4268042392,1.8227313650,12.1795921798
1520527970377453167,0.4599680629,-0.2313023175,0.0520033761,-0.4676915414,1.8071457239,12.2160318157
1520527970382470167,0.4584454939,-0.2397421331,0.0478835185,-0.5133891145,1.8023527213,12.2885342104
1520527970387486167,0.4513986200,-0.2443932021,0.0427206454,-0.4292093746,1.8071427268,12.3109530581
1520527970392502167,0.4405894812,-0.2429230307,0.0362587284,-0.3919297755,1.7831570149,12.3280457475
1520527970397517167,0.4300311550,-0.2426219411,0.0311401818,-0.3582578795,1.7807561115,12.4055839895
1520527970402533167,0.4187235898,-0.2411658068,0.0298195703,-0.3245859836,1.7807534891,12.3878240886
1520527970407549167,0.4026428053,-0.2362040024,0.0244763151,-0.2343934051,1.7879413071,12.4194792241
1520527970412563167,0.3868272566,-0.2245562809,0.0251357339,-0.2079369154,1.8095237742,12.4331463922
1520527970417581167,0.3695098073,-0.2097090193,0.0277162282,-0.2175574571,1.7843425746,12.3902652624
1520527970422596167,0.3501831592,-0.1925249132,0.0278833280,-0.2392036759,1.7543657499,12.3788837474
1520527970427611167,0.3303616994,-0.1700982679,0.0289030144,-0.3185731450,1.7136011570,12.4250196529
1520527970432628167,0.3082762254,-0.1467867002,0.0256048362,-0.3197757127,1.6956141444,12.4750210881
1520527970437645167,0.2861871916,-0.1246341148,0.0198628526,-0.3762963952,1.7028133889,12.4348891713
1520527970442661167,0.2628376610,-0.1051030254,0.0135621031,-0.3835118015,1.6836277041,12.4512481264
1520527970447676167,0.2372262644,-0.0858649352,0.0075338769,-0.3991451818,1.6380615856,12.4723633182
1520527970452691167,0.2096072450,-0.0660514194,0.0039487437,-0.4231965360,1.6332668971,12.5760329086
1520527970457707167,0.1784605899,-0.0505983950,-0.0039919360,-0.4316145100,1.6968219952,12.6388086425
1520527970462723167,0.1463046466,-0.0386445641,-0.0111457881,-0.3919297755,1.7519793639,12.7092593673
1520527970467739167,0.1146418841,-0.0342694476,-0.0172761903,-0.3318013898,1.8347153701,12.7608899080
1520527970472756167,0.0814720735,-0.0304827900,-0.0215144170,-0.3029397647,1.9342417774,12.9046177818
1520527970477770167,0.0460379311,-0.0296152344,-0.0241473987,-0.2776858428,2.0061882359,13.0344619381
1520527970482787167,0.0121158862,-0.0281759738,-0.0224500003,-0.2524319208,2.0925243795,13.0864284175
1520527970487803167,-0.0225591770,-0.0267399224,-0.0196690181,-0.2211651602,2.1296952975,13.1523300419
1520527970492819167,-0.0564806534,-0.0261806428,-0.0158139218,-0.2355959728,2.1416878257,13.1733774003
1520527970497835167,-0.0871378795,-0.0256113422,-0.0152114436,-0.3161680096,2.1428932413,13.2218083719
1520527970502851167,-0.1167812933,-0.0209724624,-0.0107920665,-0.3185731450,2.0973260925,13.2056062015
1520527970507866167,-0.1451678170,-0.0160417058,-0.0063728000,-0.3414219315,1.9654224255,13.1710929063
1520527970512882167,-0.1687757424,-0.0064389134,-0.0049028367,-0.4111708589,1.8563060793,13.1463110425
1520527970517898167,-0.1913734584,0.0063673173,-0.0025986487,-0.4316145100,1.7291987866,13.1663904256
1520527970522914167,-0.2137205812,0.0180051947,0.0007783638,-0.4316145100,1.6320684123,13.1292965355
1520527970527929167,-0.2317932913,0.0316858944,0.0036219119,-0.5085788436,1.5841087896,13.0870931064
1520527970532946167,-0.2463465397,0.0471199218,0.0051195348,-0.5434533073,1.5181587824,13.1397933447
1520527970537962167,-0.2614128493,0.0576125986,0.0019810186,-0.5891508804,1.4630018820,13.1356433506
1520527970542978167,-0.2759758947,0.0710302441,-0.0051943888,-0.6372535889,1.4282305562,13.1094161527
1520527970547994167,-0.2862679657,0.0815262484,-0.0088828646,-0.6492792661,1.3958547013,13.1502398139
1520527970553010167,-0.2983302546,0.0856191167,-0.0155929861,-0.6432664275,1.3790662671,13.2210884405
1520527970558026167,-0.3113973859,0.0902958171,-0.0228378863,-0.6396587244,1.3478883351,13.1885436975
1520527970563041167,-0.3179334803,0.0911790657,-0.0271478166,-0.6264304795,1.3490864453,13.1570358857
1520527970568057167,-0.3262309951,0.0914839551,-0.0333527472,-0.6312407504,1.3466885391,13.1512743249
1520527970573073167,-0.3340260417,0.0926675656,-0.0411752174,-0.6288356149,1.2903287519,13.1640894572
1520527970578088167,-0.3385503772,0.0961813469,-0.0481743327,-0.6613049432,1.2567553488,13.1167903331
1520527970583105167,-0.3445876453,0.0988334957,-0.0600471430,-0.6408612921,1.2759400034,13.1293562212
1520527970588121167,-0.3496187536,0.1008974418,-0.0697618992,-0.5927585836,1.2915250825,13.1463049769
1520527970593137167,-0.3531358238,0.1067463354,-0.0780978261,-0.5687072293,1.3490819496,13.1181232925
1520527970598152167,-0.3571565933,0.1111351956,-0.0853617514,-0.4688941091,1.4090311970,13.1345254652
1520527970603168167,-0.3594146681,0.1163908859,-0.0896462697,-0.4328170777,1.5097561828,13.0806174671
1520527970608184167,-0.3664460603,0.1213474936,-0.0917597762,-0.4256016715,1.5445306931,13.1339719478
1520527970613200167,-0.3722132116,0.1333036496,-0.0959866294,-0.3859169369,1.5565190065,13.1080068206
1520527970618216167,-0.3807447833,0.1446737683,-0.0994011571,-0.4075631558,1.5181481989,13.0385262932
1520527970623232167,-0.3887705465,0.1580823187,-0.1022599649,-0.4183862652,1.5181490418,13.0235237673
1520527970628246167,-0.4003076719,0.1773208234,-0.1064205063,-0.4207914006,1.4929672802,12.9352487930
1520527970633264167,-0.4110971498,0.1913117883,-0.1095402799,-0.4460453226,1.4809778429,12.8657776554
1520527970638280167,-0.4261560695,0.2067558168,-0.1118293660,-0.4340196454,1.4893708892,12.7506001680
1520527970643296167,-0.4432219494,0.2242365641,-0.1132875191,-0.4989583019,1.4917742277,12.6629069618
1520527970648311167,-0.4595393430,0.2382231777,-0.1155853871,-0.4893377602,1.5037648827,12.6128294379
1520527970653326167,-0.4766112525,0.2504553613,-0.1157308262,-0.5157942499,1.4917755390,12.5352349976
1520527970658342167,-0.4951984744,0.2586141266,-0.1183395013,-0.5254147916,1.5121616754,12.4632558342
1520527970663359167,-0.5142885134,0.2667734235,-0.1212177888,-0.5254147916,1.5277505009,12.3481883813
1520527970668375167,-0.5351397573,0.2728901542,-0.1232967331,-0.5194019531,1.5289491731,12.2830486252
1520527970673391167,-0.5547374122,0.2763827312,-0.1245863811,-0.5061737082,1.5325455641,12.2178363001
1520527970678406167,-0.5753405250,0.2801684841,-0.1266835769,-0.5530738490,1.5601294465,12.0927543555
1520527970683423167,-0.5979570197,0.2819144862,-0.1290631463,-0.5350353333,1.5445392161,11.9612717142
1520527970688438167,-0.6170581849,0.2836713362,-0.1349663466,-0.5085788436,1.5169569259,11.8924746045
1520527970693455167,-0.6371637142,0.2842542415,-0.1379005674,-0.5145916822,1.5229530963,11.8123393502
1520527970698470167,-0.6572668247,0.2862926127,-0.1402825810,-0.4893377602,1.5097605848,11.7017027311
1520527970703485167,-0.6743550549,0.2871637134,-0.1415969040,-0.4640838383,1.4797801073,11.6073524981
1520527970708501167,-0.6896824330,0.2894931544,-0.1431739246,-0.4231965360,1.4785777825,11.5523349297
1520527970713518167,-0.7052689430,0.2854091237,-0.1437172028,-0.4027528849,1.4845718924,11.4672935884
1520527970718534167,-0.7183433036,0.2795726713,-0.1423846654,-0.3522450410,1.5013559246,11.3877598164
1520527970723550167,-0.7299094362,0.2722718743,-0.1380900389,-0.3811066661,1.5145487171,11.2660027598
1520527970728565167,-0.7399715589,0.2623499356,-0.1340887664,-0.3582578795,1.4881658482,11.1844560124
1520527970733582167,-0.7450103004,0.2506823874,-0.1303807128,-0.3991451818,1.4797750497,11.1290792599
1520527970738598167,-0.7472864679,0.2387289082,-0.1283032917,-0.4917428957,1.4390114871,11.0126437674
1520527970743614167,-0.7460464317,0.2253198848,-0.1262435200,-0.5482635782,1.3778597275,10.9644434953
