#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520527964612865414,-0.1478843128,-0.0561579968,0.6543795519,0.9967692523,0.0267215209,0.0202433489,-0.0729878406
1520527964621198414,-0.1477468734,-0.0540520735,0.6545260033,0.9966458531,0.0271819193,0.0208777480,-0.0743122224
1520527964629532414,-0.1477463270,-0.0518319752,0.6548912114,0.9966406296,0.0263680750,0.0213697891,-0.0745353077
1520527964637865414,-0.1475793447,-0.0496421457,0.6549218831,0.9965303159,0.0277542650,0.0222928473,-0.0752333653
1520527964646199414,-0.1475596548,-0.0477702767,0.6553822070,0.9964658041,0.0272189061,0.0227759206,-0.0761333690
1520527964654532414,-0.1475678706,-0.0460952390,0.6558811543,0.9964868747,0.0265301252,0.0233301752,-0.0759326276
1520527964662865414,-0.1474468389,-0.0438756007,0.6558453727,0.9964509563,0.0285261781,0.0229720506,-0.0757894042
1520527964671198414,-0.1475831049,-0.0423042715,0.6563936559,0.9964153076,0.0278631556,0.0239709598,-0.0761943073
1520527964679532414,-0.1474750804,-0.0404789427,0.6567770159,0.9964801748,0.0277127840,0.0229979633,-0.0756991177
1520527964687865414,-0.1476296102,-0.0388608609,0.6567091827,0.9963711511,0.0290958528,0.0238086433,-0.0763616988
1520527964696199414,-0.1476959020,-0.0376189786,0.6574143992,0.9964568599,0.0275111667,0.0237840762,-0.0758365330
1520527964704532414,-0.1477930250,-0.0360008502,0.6575730126,0.9964384237,0.0283763994,0.0241473085,-0.0756449290
1520527964712865414,-0.1480295966,-0.0348681098,0.6581654825,0.9964488496,0.0272296719,0.0235818233,-0.0761060625
1520527964721198414,-0.1481121602,-0.0335298205,0.6585559432,0.9964470224,0.0273961397,0.0226511814,-0.0763525184
1520527964729532414,-0.1481858428,-0.0324000886,0.6589451766,0.9964975834,0.0273513298,0.0221515293,-0.0758536799
1520527964737865414,-0.1483129979,-0.0315171871,0.6594094335,0.9965081279,0.0266833260,0.0225009038,-0.0758502508
1520527964746198414,-0.1485401053,-0.0305699040,0.6597809189,0.9964956295,0.0267516900,0.0223873387,-0.0760237758
1520527964754532414,-0.1485581829,-0.0296415176,0.6599911669,0.9965081857,0.0276830970,0.0221472518,-0.0755948497
1520527964762865414,-0.1486561000,-0.0290550852,0.6604066821,0.9965043889,0.0279358850,0.0224308412,-0.0754681827
1520527964771199414,-0.1487576353,-0.0286937334,0.6609990045,0.9965509617,0.0272473312,0.0225923177,-0.0750556519
1520527964779532414,-0.1488515563,-0.0284138880,0.6614206836,0.9965760404,0.0271547857,0.0223238333,-0.0748362203
1520527964787865414,-0.1489304681,-0.0280552789,0.6616878973,0.9965808084,0.0278349234,0.0222224220,-0.0745524866
1520527964796198414,-0.1491182064,-0.0279256621,0.6620725113,0.9966196830,0.0276987580,0.0220840529,-0.0741234167
1520527964804532414,-0.1492127296,-0.0279304652,0.6624896223,0.9967254898,0.0274930388,0.0217506702,-0.0728652128
1520527964812865414,-0.1493630428,-0.0283352467,0.6628411369,0.9967269896,0.0273398034,0.0223068514,-0.0727340898
1520527964821199414,-0.1495033044,-0.0287807008,0.6631899738,0.9967732747,0.0267362836,0.0218063351,-0.0724754700
1520527964829532414,-0.1495903994,-0.0292473979,0.6635936977,0.9968254864,0.0263829391,0.0211725944,-0.0720736526
1520527964837865414,-0.1498215698,-0.0297092265,0.6638221041,0.9968509608,0.0265353873,0.0213328580,-0.0716166479
1520527964846198414,-0.1499721855,-0.0304100591,0.6642391372,0.9969882485,0.0262504586,0.0208993246,-0.0699182668
1520527964854532414,-0.1502126613,-0.0315149268,0.6644363176,0.9969348714,0.0258866359,0.0207967857,-0.0708395227
1520527964862865414,-0.1502975083,-0.0325257756,0.6646185643,0.9969836089,0.0254709753,0.0206396442,-0.0703485467
1520527964871198414,-0.1505036283,-0.0335142060,0.6647448779,0.9970218817,0.0253823451,0.0210415332,-0.0697162664
1520527964879532414,-0.1506700216,-0.0348697379,0.6650815705,0.9970454846,0.0245316777,0.0214389524,-0.0695619854
1520527964887865414,-0.1507973009,-0.0361788644,0.6652730692,0.9970981951,0.0235332391,0.0209330814,-0.0693049937
1520527964896199414,-0.1508086944,-0.0374414300,0.6653003279,0.9971874978,0.0236977075,0.0215173884,-0.0677680959
1520527964904532414,-0.1508993940,-0.0390990194,0.6656968260,0.9972780962,0.0225060674,0.0211203836,-0.0669612216
1520527964912865414,-0.1512171329,-0.0405490047,0.6656948320,0.9972883899,0.0220294130,0.0217349524,-0.0667694851
1520527964921198414,-0.1509914287,-0.0424013983,0.6655343724,0.9973326396,0.0217351553,0.0228583962,-0.0658231173
1520527964929532414,-0.1511725691,-0.0439329251,0.6654222364,0.9973169831,0.0221372794,0.0234017719,-0.0657353259
1520527964937865414,-0.1516029789,-0.0461417635,0.6657253747,0.9973255921,0.0203916260,0.0239739691,-0.0659628213
1520527964946199414,-0.1515124186,-0.0478478521,0.6654436552,0.9973632183,0.0204925195,0.0242467945,-0.0652591780
1520527964954532414,-0.1517139455,-0.0499653776,0.6655448960,0.9974101095,0.0197632191,0.0241624761,-0.0647970938
1520527964962865414,-0.1519191140,-0.0519257973,0.6652294137,0.9974538690,0.0197202045,0.0249681485,-0.0638238531
1520527964971198414,-0.1520323286,-0.0541990587,0.6651388735,0.9974932858,0.0189799460,0.0252757904,-0.0633090897
1520527964979532414,-0.1521617745,-0.0560602696,0.6649649329,0.9975794883,0.0187556342,0.0235980808,-0.0626619602
1520527964987865414,-0.1524380588,-0.0584108745,0.6646341147,0.9975416328,0.0190700934,0.0245095469,-0.0628196181
1520527964996198414,-0.1526246956,-0.0608797505,0.6644968579,0.9976124049,0.0175835881,0.0245766832,-0.0620990631
1520527965004532414,-0.1529820599,-0.0634128907,0.6645797273,0.9976893442,0.0163814253,0.0243096490,-0.0612916165
1520527965012865414,-0.1531803853,-0.0658474862,0.6641142614,0.9976366874,0.0171952795,0.0251379101,-0.0615909711
1520527965021199414,-0.1534040083,-0.0683324530,0.6638818310,0.9977020012,0.0168769298,0.0257296560,-0.0603644830
1520527965029532414,-0.1537666273,-0.0711016704,0.6636663146,0.9977208359,0.0153071833,0.0257107253,-0.0604796030
1520527965037865414,-0.1540051052,-0.0739402398,0.6635090624,0.9978267363,0.0148900657,0.0254694597,-0.0589185608
1520527965046198414,-0.1542698141,-0.0768440154,0.6635559252,0.9979756411,0.0134546642,0.0260750193,-0.0564241539
1520527965054532414,-0.1548293473,-0.0794383452,0.6626925283,0.9978844076,0.0143879201,0.0259064735,-0.0578666699
1520527965062865414,-0.1551389959,-0.0825415333,0.6625943839,0.9979884548,0.0132861650,0.0251424448,-0.0566602106
1520527965071199414,-0.1556233034,-0.0853003457,0.6619449402,0.9980264340,0.0132918223,0.0249223903,-0.0560842127
1520527965104532414,-0.1572136348,-0.0979718969,0.6600032715,0.9982628084,0.0124008724,0.0246498327,-0.0520573674
1520527965112865414,-0.1575825836,-0.1018119615,0.6598195195,0.9983497338,0.0097101040,0.0252391662,-0.0506607085
1520527965121198414,-0.1580708231,-0.1050747437,0.6592594464,0.9984054617,0.0106374130,0.0248380664,-0.0495625868
1520527965129532414,-0.1583462525,-0.1084072202,0.6586492511,0.9985251552,0.0107746638,0.0243209892,-0.0473276935
1520527965137865414,-0.1587769582,-0.1118992372,0.6576257073,0.9984825062,0.0115735758,0.0239757233,-0.0482068651
1520527965146199414,-0.1592093539,-0.1153081302,0.6569879412,0.9985931438,0.0116420569,0.0233818059,-0.0461463634
1520527965154532414,-0.1595315453,-0.1190387747,0.6561902437,0.9986192639,0.0105355613,0.0240321992,-0.0455084738
1520527965162865414,-0.1599231395,-0.1230158226,0.6556124916,0.9986342555,0.0098262744,0.0235812730,-0.0455740244
1520527965171198414,-0.1603897382,-0.1266021946,0.6545102288,0.9986766679,0.0105119247,0.0226451743,-0.0449623003
1520527965179532414,-0.1608305641,-0.1303394574,0.6536910217,0.9987662829,0.0099614188,0.0223392867,-0.0432161834
1520527965187865414,-0.1610729009,-0.1343215313,0.6526335622,0.9988424422,0.0096887300,0.0213126440,-0.0420199393
1520527965196199414,-0.1617410839,-0.1382299949,0.6517508179,0.9987960147,0.0102821875,0.0214899646,-0.0428833181
1520527965204532414,-0.1620868057,-0.1420825030,0.6506373327,0.9988556896,0.0100671510,0.0209283758,-0.0418086938
1520527965212865414,-0.1625821977,-0.1459262240,0.6494165925,0.9988820326,0.0100917512,0.0200868218,-0.0415855883
1520527965221198414,-0.1629295479,-0.1499660502,0.6483603694,0.9989536800,0.0083624284,0.0199440615,-0.0402970147
1520527965229532414,-0.1633260491,-0.1540123364,0.6471647981,0.9989721522,0.0091890185,0.0189848097,-0.0401220397
1520527965237865414,-0.1637261220,-0.1579940778,0.6459323676,0.9990022242,0.0081666936,0.0192912706,-0.0394424645
1520527965246198414,-0.1641217649,-0.1619819822,0.6447731463,0.9990089301,0.0084415261,0.0184165179,-0.0396324373
1520527965254532414,-0.1642167231,-0.1662948832,0.6437142232,0.9990916401,0.0072807054,0.0179142560,-0.0379732200
1520527965262865414,-0.1645327726,-0.1701293942,0.6421557363,0.9991446835,0.0070678412,0.0171829588,-0.0369417522
1520527965271199414,-0.1648737527,-0.1741528312,0.6408396053,0.9991467666,0.0074501872,0.0171323517,-0.0368336256
1520527965279532414,-0.1650920086,-0.1780403931,0.6395136785,0.9991848976,0.0075779215,0.0170227100,-0.0358098145
1520527965287865414,-0.1648522351,-0.1821524940,0.6380920061,0.9992677846,0.0077472882,0.0161412887,-0.0338132069
1520527965296198414,-0.1656322702,-0.1859078985,0.6365380890,0.9992505686,0.0069295397,0.0167768517,-0.0341880089
1520527965304532414,-0.1655236322,-0.1905770755,0.6356320756,0.9993067256,0.0046093328,0.0168022043,-0.0329014927
1520527965312865414,-0.1659638088,-0.1938602449,0.6338436679,0.9993127043,0.0056232101,0.0164074715,-0.0327611562
1520527965321199414,-0.1660500913,-0.1976904422,0.6322603521,0.9993228924,0.0059578267,0.0161296815,-0.0325283629
1520527965329532414,-0.1660929573,-0.2018089383,0.6311771626,0.9993701594,0.0038228569,0.0171759112,-0.0308165268
1520527965337865414,-0.1663839432,-0.2056846466,0.6297282992,0.9993293151,0.0048838717,0.0170818782,-0.0320199509
1520527965346198414,-0.1663315695,-0.2094570791,0.6280580715,0.9994138990,0.0043039184,0.0178410675,-0.0288969029
1520527965354532414,-0.1668605098,-0.2130976452,0.6266330957,0.9993306643,0.0054828352,0.0178727663,-0.0314440154
1520527965362865414,-0.1667862984,-0.2167120495,0.6249398850,0.9993831813,0.0058172820,0.0182376168,-0.0294415599
1520527965371198414,-0.1668041784,-0.2202700512,0.6234880296,0.9993891148,0.0058188915,0.0193415203,-0.0285209282
1520527965379532414,-0.1670708262,-0.2240613298,0.6220293086,0.9994182723,0.0045861133,0.0188868238,-0.0280244958
1520527965387865414,-0.1671451554,-0.2279003208,0.6206792738,0.9994577614,0.0034564026,0.0197753105,-0.0260993002
1520527965396199414,-0.1673420796,-0.2315649953,0.6193703685,0.9994404374,0.0040260620,0.0202912324,-0.0262843833
1520527965404532414,-0.1675311430,-0.2351050865,0.6179154006,0.9994586070,0.0037334172,0.0203657114,-0.0255693606
1520527965412865414,-0.1678227218,-0.2384667283,0.6163750408,0.9994711540,0.0034069943,0.0203181317,-0.0251590575
1520527965421198414,-0.1680057962,-0.2418476343,0.6150758011,0.9994776284,0.0027674610,0.0213277741,-0.0241233804
1520527965429532414,-0.1683267664,-0.2454202452,0.6139251152,0.9994755692,0.0017044249,0.0224015057,-0.0233206799
1520527965437865414,-0.1680386834,-0.2486758868,0.6124200582,0.9994783842,0.0037106098,0.0218086177,-0.0235281758
1520527965496198414,-0.1705734435,-0.2690039063,0.6023829544,0.9992448438,0.0043671212,0.0293749904,-0.0250555468
1520527965504532414,-0.1707098880,-0.2713969244,0.6006883732,0.9992473877,0.0052428270,0.0305631034,-0.0233038130
1520527965512865414,-0.1717470552,-0.2728858671,0.5981728836,0.9991315831,0.0105588851,0.0302318846,-0.0266575089
1520527965521199414,-0.1714083265,-0.2775784567,0.5979568250,0.9992662879,0.0007277490,0.0304459621,-0.0232249791
1520527965529532414,-0.1714350511,-0.2799664302,0.5958494288,0.9993406960,0.0060653137,0.0294002242,-0.0204208767
1520527965537865414,-0.1717229387,-0.2807599991,0.5932563791,0.9991977168,0.0122401014,0.0324531992,-0.0200223030
1520527965546198414,-0.1725743057,-0.2824547463,0.5912953495,0.9991361997,0.0155162242,0.0302842611,-0.0238529831
1520527965554532414,-0.1730357888,-0.2857475260,0.5908596461,0.9991703935,0.0100658811,0.0332565519,-0.0212415756
1520527965562865414,-0.1726888802,-0.2890230017,0.5895780438,0.9993187445,0.0082059756,0.0308793963,-0.0184708364
1520527965571199414,-0.1733238700,-0.2902774374,0.5879910839,0.9992142202,0.0095821979,0.0332985906,-0.0192438934
1520527965579532414,-0.1739589748,-0.2919465016,0.5859656524,0.9991790348,0.0137050237,0.0299600622,-0.0235759063
1520527965587865414,-0.1745789575,-0.2948573836,0.5848176181,0.9992148640,0.0101921842,0.0326434952,-0.0200044290
1520527965596198414,-0.1751932691,-0.2961818747,0.5830818894,0.9991737409,0.0124681626,0.0308049598,-0.0233973271
1520527965604532414,-0.1752460689,-0.2990974099,0.5820625108,0.9992362492,0.0095783219,0.0326373586,-0.0192347811
1520527965612865414,-0.1752324362,-0.3016121829,0.5812414923,0.9992644838,0.0085655694,0.0334292873,-0.0167214010
1520527965621198414,-0.1764780616,-0.3010090824,0.5778002432,0.9991066459,0.0189393981,0.0294346880,-0.0236813964
1520527965629532414,-0.1766465328,-0.3040933053,0.5775757196,0.9992196402,0.0140157116,0.0285759756,-0.0233898276
1520527965637865414,-0.1776728968,-0.3053875510,0.5758213547,0.9991561587,0.0159369611,0.0285970740,-0.0248030482
1520527965671198414,-0.1775290078,-0.3136692111,0.5715056940,0.9994668563,0.0107675950,0.0237704871,-0.0196220792
1520527965679532414,-0.1783718117,-0.3148161399,0.5703110934,0.9994022076,0.0103990081,0.0256481612,-0.0207185862
1520527965687865414,-0.1781550790,-0.3162893913,0.5689545408,0.9994967014,0.0108329733,0.0234230629,-0.0184485986
1520527965696199414,-0.1790379018,-0.3166398797,0.5673614986,0.9993913441,0.0155723944,0.0235031192,-0.0205437410
1520527965704532414,-0.1788006463,-0.3186429728,0.5662653706,0.9995119594,0.0127376988,0.0216016825,-0.0186268965
1520527965712865414,-0.1790236775,-0.3198985941,0.5652523294,0.9995607177,0.0111681162,0.0216223893,-0.0169149955
1520527965721198414,-0.1789598807,-0.3213687073,0.5646290309,0.9995704345,0.0115442572,0.0202940231,-0.0177152231
1520527965729532414,-0.1792594415,-0.3226266384,0.5636632313,0.9995845153,0.0107083250,0.0205208469,-0.0171762462
1520527965737865414,-0.1790801289,-0.3244316696,0.5632390882,0.9996619513,0.0079883405,0.0202606152,-0.0142013053
1520527965746198414,-0.1801819492,-0.3231617978,0.5609906981,0.9995262406,0.0150350849,0.0199851568,-0.0179397365
1520527965754532414,-0.1798055574,-0.3263184992,0.5617262054,0.9996639858,0.0053898700,0.0221620756,-0.0123169444
1520527965762865414,-0.1796764112,-0.3267696599,0.5607624895,0.9996762044,0.0086070389,0.0204669291,-0.0124302081
1520527965771199414,-0.1803080974,-0.3271265312,0.5596778898,0.9996814553,0.0080824464,0.0206436119,-0.0120624728
1520527965779532414,-0.1804195496,-0.3256624349,0.5582707519,0.9995386918,0.0173932252,0.0182874298,-0.0168952434
1520527965787865414,-0.1805806083,-0.3285484560,0.5589690186,0.9997016121,0.0061885774,0.0204922484,-0.0117667373
1520527965796198414,-0.1807604337,-0.3273439223,0.5576695157,0.9996150587,0.0139541103,0.0173023760,-0.0166025603
1520527965804532414,-0.1808037904,-0.3276825434,0.5573488921,0.9996110285,0.0146736272,0.0168633252,-0.0166764686
1520527965812865414,-0.1806561718,-0.3290419116,0.5576254656,0.9997056621,0.0103961698,0.0173708357,-0.0133702251
1520527965821199414,-0.1808876734,-0.3286724406,0.5571599164,0.9996831393,0.0121042982,0.0164971145,-0.0146612442
1520527965829532414,-0.1808571798,-0.3284843231,0.5567442221,0.9997007372,0.0124869922,0.0148175662,-0.0149315358
1520527965837865414,-0.1810018695,-0.3282334727,0.5566201128,0.9996926816,0.0127162176,0.0147434187,-0.0153450912
1520527965921198414,-0.1823563555,-0.3174365057,0.5572781287,0.9994158338,0.0220349746,0.0064565680,-0.0253133112
1520527965929532414,-0.1819441449,-0.3179829236,0.5588788216,0.9996455135,0.0139529379,0.0072236633,-0.0214937569
1520527965937865414,-0.1829734088,-0.3149914036,0.5590593209,0.9994081432,0.0184384702,0.0078422322,-0.0279622160
1520527965946199414,-0.1820631583,-0.3147076771,0.5600985371,0.9996073919,0.0153762758,0.0077749773,-0.0220948393
1520527965954532414,-0.1818917194,-0.3133230054,0.5609500492,0.9996129979,0.0148001396,0.0073857638,-0.0223665112
1520527965962865414,-0.1819894663,-0.3116505055,0.5618727109,0.9996352224,0.0133983193,0.0074187283,-0.0222456665
1520527965971198414,-0.1817920472,-0.3099832674,0.5629114529,0.9996472665,0.0130400845,0.0079272804,-0.0217360780
1520527965979532414,-0.1815431547,-0.3077823776,0.5637896058,0.9996124083,0.0147396581,0.0067243272,-0.0226397676
1520527965987865414,-0.1815076207,-0.3058803440,0.5649026655,0.9996385274,0.0136993563,0.0066898506,-0.0221447064
1520527966029532414,-0.1804324742,-0.2942244057,0.5700359486,0.9995943506,0.0148610972,0.0042357835,-0.0239236340
1520527966037865414,-0.1800798981,-0.2921924573,0.5716182493,0.9995966644,0.0128905239,0.0035468023,-0.0250551993
1520527966046198414,-0.1808688227,-0.2876319043,0.5715897148,0.9993073245,0.0189995928,0.0029574591,-0.0318612638
1520527966104532414,-0.1771828463,-0.2700564358,0.5806925749,0.9994414261,0.0112948294,0.0051500513,-0.0310280454
1520527966112865414,-0.1762066165,-0.2677463429,0.5823670279,0.9994832418,0.0089332465,0.0044446739,-0.0305563624
1520527966121198414,-0.1756164685,-0.2651282423,0.5836958024,0.9995180552,0.0073743201,0.0067293061,-0.0293937597
1520527966129532414,-0.1748558741,-0.2624317820,0.5848971932,0.9995705780,0.0046331513,0.0072523439,-0.0280106599
1520527966137865414,-0.1739928824,-0.2592397314,0.5860199669,0.9995364632,0.0063173138,0.0082931333,-0.0286037448
1520527966146199414,-0.1734375896,-0.2556724675,0.5866729563,0.9994497839,0.0089332917,0.0073104367,-0.0310947467
1520527966154532414,-0.1727654753,-0.2531182433,0.5880496322,0.9994415313,0.0073214724,0.0090889748,-0.0313115325
1520527966162865414,-0.1720861797,-0.2497074716,0.5887708832,0.9994006257,0.0078430954,0.0089713131,-0.0325021642
1520527966171198414,-0.1712490170,-0.2471017702,0.5901305201,0.9994301642,0.0059234095,0.0112140640,-0.0312810629
1520527966179532414,-0.1702261012,-0.2442701304,0.5913054257,0.9994800141,0.0050275683,0.0111534402,-0.0298332995
1520527966187865414,-0.1693769693,-0.2408610650,0.5925052167,0.9994797898,0.0044189632,0.0112534698,-0.0298995328
1520527966196199414,-0.1684216270,-0.2379443406,0.5934322123,0.9994921678,0.0037648572,0.0139450294,-0.0284036699
1520527966204532414,-0.1674845470,-0.2344789946,0.5944098077,0.9994845472,0.0033776085,0.0144694843,-0.0284581398
1520527966212865414,-0.1667221584,-0.2312480178,0.5952751315,0.9995004155,0.0029492311,0.0149696200,-0.0276790876
1520527966221198414,-0.1665727224,-0.2275846782,0.5959104764,0.9993939906,0.0039512646,0.0156810364,-0.0308244084
1520527966229532414,-0.1655536208,-0.2248148993,0.5973575289,0.9994065337,0.0025799328,0.0163492765,-0.0302096912
1520527966237865414,-0.1645993547,-0.2214808600,0.5981204496,0.9993926103,0.0042376504,0.0154035869,-0.0309706700
1520527966246198414,-0.1637562789,-0.2180250823,0.5988473059,0.9993854332,0.0040829149,0.0166663949,-0.0305666009
1520527966254532414,-0.1628842438,-0.2149548614,0.6001351871,0.9993469410,0.0027833138,0.0168437774,-0.0318470074
1520527966262865414,-0.1619640010,-0.2117481482,0.6009749598,0.9994137444,0.0004254054,0.0186214160,-0.0287268047
1520527966271199414,-0.1608135693,-0.2084238928,0.6017090392,0.9994074636,0.0015174728,0.0195140028,-0.0283129413
1520527966279532414,-0.1603163813,-0.2048364573,0.6023312477,0.9993665822,0.0022054874,0.0203228166,-0.0291299379
1520527966287865414,-0.1595074744,-0.2018902803,0.6033833490,0.9993305633,0.0015724477,0.0210978400,-0.0298468394
1520527966296198414,-0.1587925032,-0.1986041219,0.6042744286,0.9993130457,0.0016251359,0.0217515870,-0.0299610442
1520527966304532414,-0.1573932063,-0.1957493013,0.6054845795,0.9993778582,0.0003412688,0.0218454613,-0.0276867442
1520527966312865414,-0.1563264870,-0.1922612239,0.6063618155,0.9993879353,0.0007010077,0.0221477416,-0.0270691856
1520527966321199414,-0.1557060073,-0.1888236212,0.6070716251,0.9992751726,0.0036947658,0.0223266883,-0.0306104096
1520527966329532414,-0.1545459081,-0.1856361244,0.6082189712,0.9992332714,0.0040803528,0.0226273343,-0.0316894893
1520527966337865414,-0.1536744934,-0.1823874236,0.6091512561,0.9992551951,0.0035655932,0.0235154422,-0.0303869325
1520527966346198414,-0.1526412458,-0.1794655099,0.6101487846,0.9992357013,0.0037473838,0.0241494845,-0.0305085679
1520527966354532414,-0.1517118783,-0.1762538017,0.6110922720,0.9991948711,0.0040797189,0.0258361458,-0.0304213587
1520527966362865414,-0.1508635970,-0.1730201705,0.6120955533,0.9991556557,0.0049512529,0.0258966024,-0.0315091550
1520527966371198414,-0.1496643047,-0.1699926581,0.6131903430,0.9991578254,0.0040819814,0.0259354391,-0.0315330035
1520527966379532414,-0.1488048832,-0.1668738257,0.6142622667,0.9991236870,0.0048699154,0.0260463734,-0.0323995131
1520527966387865414,-0.1477817732,-0.1637522794,0.6149079699,0.9991101342,0.0052397435,0.0265669133,-0.0323370358
1520527966396199414,-0.1469950048,-0.1607462152,0.6160507486,0.9990806227,0.0054052155,0.0267418620,-0.0330691053
1520527966404532414,-0.1459045407,-0.1578928221,0.6173461138,0.9990642415,0.0042569365,0.0270224649,-0.0335008380
1520527966412865414,-0.1449948234,-0.1546557524,0.6183246946,0.9990553252,0.0040140713,0.0273907000,-0.0334976722
1520527966421198414,-0.1438945186,-0.1514829970,0.6193467433,0.9990297574,0.0050468254,0.0291349402,-0.0326378409
1520527966429532414,-0.1432654889,-0.1483308964,0.6202065716,0.9990057471,0.0055356917,0.0289683739,-0.0334321214
1520527966437865414,-0.1424757348,-0.1456801283,0.6216111704,0.9989201323,0.0044318841,0.0274011560,-0.0372572711
1520527966446199414,-0.1414955849,-0.1423811963,0.6224515636,0.9989667135,0.0039175489,0.0287967631,-0.0349414447
1520527966454532414,-0.1403881198,-0.1394436802,0.6234661301,0.9989660779,0.0037900461,0.0288628400,-0.0349191538
1520527966462865414,-0.1395165705,-0.1363296253,0.6243792046,0.9989901739,0.0035861911,0.0286391587,-0.0344321114
1520527966471198414,-0.1386050547,-0.1333656824,0.6255185161,0.9989618348,0.0036777217,0.0288503924,-0.0350625406
1520527966479532414,-0.1376225686,-0.1306308387,0.6264600557,0.9989270213,0.0031643966,0.0297760030,-0.0353296246
1520527966487865414,-0.1369659198,-0.1277526804,0.6272396617,0.9988544326,0.0023962208,0.0309456840,-0.0364203947
1520527966496198414,-0.1360009752,-0.1246327323,0.6280587790,0.9988651002,0.0031306467,0.0309187311,-0.0360935274
1520527966504532414,-0.1350195507,-0.1217064476,0.6287571688,0.9988709601,0.0032978068,0.0311116026,-0.0357490933
1520527966512865414,-0.1342316055,-0.1189632414,0.6296750615,0.9988259810,0.0031425627,0.0319019957,-0.0363186820
1520527966521199414,-0.1334925122,-0.1163576596,0.6307820090,0.9988069302,0.0024197416,0.0318688028,-0.0369220873
1520527966529532414,-0.1327040428,-0.1132978450,0.6315601030,0.9987813684,0.0028188687,0.0321242437,-0.0373612785
1520527966537865414,-0.1318598254,-0.1104678300,0.6324260619,0.9988049476,0.0029046639,0.0315047793,-0.0372516918
1520527966546198414,-0.1310373487,-0.1078206691,0.6333537546,0.9987722765,0.0046008230,0.0320947389,-0.0374526342
1520527966554532414,-0.1299852344,-0.1051230284,0.6342020287,0.9988050153,0.0037005135,0.0313982916,-0.0372692213
1520527966562865414,-0.1293683931,-0.1024618399,0.6349493329,0.9987410386,0.0051976625,0.0327741166,-0.0376188699
1520527966571199414,-0.1286200112,-0.1001409531,0.6358300521,0.9987207425,0.0041415968,0.0316573248,-0.0392114722
1520527966579532414,-0.1280585773,-0.0972584356,0.6369160092,0.9987279343,0.0046680720,0.0318137607,-0.0388407904
1520527966587865414,-0.1271827291,-0.0952326754,0.6381013967,0.9986808627,0.0029387176,0.0319294563,-0.0401049651
1520527966596198414,-0.1265891165,-0.0929795065,0.6388678240,0.9986126989,0.0029457519,0.0322981468,-0.0414828858
1520527966604532414,-0.1257432448,-0.0905002423,0.6397002276,0.9986625085,0.0043626509,0.0320013066,-0.0403742206
1520527966612865414,-0.1245229909,-0.0880987882,0.6399574312,0.9987174879,0.0058056066,0.0308336381,-0.0397361418
1520527966621198414,-0.1239760039,-0.0859694924,0.6407402404,0.9987020233,0.0069376460,0.0310991741,-0.0397363690
1520527966629532414,-0.1232200084,-0.0840781801,0.6416929552,0.9986986323,0.0053567144,0.0311334259,-0.0400381967
1520527966637865414,-0.1224897962,-0.0822140233,0.6423779472,0.9987281437,0.0054294848,0.0306468761,-0.0396659119
1520527966646199414,-0.1218497612,-0.0805073736,0.6431800402,0.9987044577,0.0058218255,0.0299354971,-0.0407354707
1520527966654532414,-0.1210565330,-0.0789874083,0.6438897960,0.9987507871,0.0061417189,0.0303064059,-0.0392513222
1520527966662865414,-0.1203578288,-0.0771335823,0.6443356637,0.9987657727,0.0074439624,0.0292934775,-0.0394133349
1520527966671198414,-0.1195286088,-0.0757431785,0.6450456463,0.9988307078,0.0076845915,0.0282720356,-0.0384558985
1520527966679532414,-0.1188734122,-0.0745941398,0.6455422706,0.9987983336,0.0071920427,0.0285736193,-0.0391626304
1520527966687865414,-0.1180664535,-0.0732716997,0.6459779216,0.9988115984,0.0090884736,0.0276178060,-0.0391158204
1520527966696199414,-0.1173054363,-0.0722888628,0.6465805362,0.9988584543,0.0093810272,0.0269071436,-0.0383378443
1520527966704532414,-0.1166543986,-0.0713514433,0.6470157891,0.9988548995,0.0090771348,0.0258312938,-0.0392331441
1520527966712865414,-0.1160981745,-0.0703388569,0.6472886623,0.9988172592,0.0104885211,0.0258638064,-0.0398137809
1520527966721198414,-0.1153533830,-0.0695238809,0.6478185964,0.9988430419,0.0101107924,0.0258342024,-0.0392803188
1520527966729532414,-0.1147480763,-0.0687239296,0.6481166572,0.9988447258,0.0106660045,0.0252564978,-0.0394659260
1520527966737865414,-0.1141477999,-0.0680624130,0.6486149299,0.9988915847,0.0104111816,0.0243866630,-0.0388908718
1520527966746198414,-0.1135344428,-0.0675377780,0.6490776834,0.9989052134,0.0101299346,0.0239453737,-0.0388893069
1520527966754532414,-0.1129106320,-0.0668887394,0.6492007719,0.9988746285,0.0106227324,0.0244253860,-0.0392432751
1520527966762865414,-0.1125250104,-0.0667179729,0.6496660202,0.9989121346,0.0078751060,0.0237889678,-0.0393270274
1520527966771199414,-0.1119563432,-0.0665293977,0.6500238793,0.9988965901,0.0065858552,0.0240461349,-0.0397996518
1520527966779532414,-0.1112804515,-0.0658130130,0.6498486926,0.9988822381,0.0090057949,0.0249041855,-0.0391529264
1520527966787865414,-0.1110544189,-0.0656149794,0.6500595957,0.9988740321,0.0079131933,0.0252400524,-0.0393825990
1520527966796198414,-0.1107810910,-0.0649545185,0.6500008553,0.9989030835,0.0079713450,0.0251089219,-0.0387121350
